Name,Group,SMARTS,Author,Article,Alert_ID,Endpoint,Endpoint_index
Simple aldehyde,"R = aliphatic or aromatic carbon; 伪,尾-unsaturated aldehydes are excluded","[CX3]([H])(=[OX1])[#1,#6&!$([CX3]=[CX3])]","Benigni, R, Bossa, C, Tcheremenskaia, O, ",Nongenotoxic carcinogenicity of chemicals: mechanisms of action and early recognition through a new set of structural alerts.,TA3029,Non-genotoxic_carcinogenicity,14
Quinones,"Acylating, Direct Acting Agents","[$([#6X3]1=,:[#6X3]-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])),$([#6X3]1(=[OX1])-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1)]","Benigni, R, Bossa, C, Tcheremenskaia, O, ",Nongenotoxic carcinogenicity of chemicals: mechanisms of action and early recognition through a new set of structural alerts.,TA3030,Non-genotoxic_carcinogenicity,14
Hydrazine,R = any atom/ group,[NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])],"Benigni, R, Bossa, C, Tcheremenskaia, O, ",Nongenotoxic carcinogenicity of chemicals: mechanisms of action and early recognition through a new set of structural alerts.,TA3031,Non-genotoxic_carcinogenicity,14
Aliphatic azo and azoxy,"R1 = aliphatic carbon or hydrogen; R2, R3 = any atom/group; R4 = aliphatic carbon","[$([C,#1][NX2]=[NX2][C,#1]),$([CX3]=[NX2+]=N),$([CX3]=[NX2+]=[NX1-]),$([CX3-][NX2+]#[NX1]),$([CX3][NX2]#[NX1]),$(C[NX2]=N(=O)[*]),$(C[NX2]=[N+]([O-])[*])]","Benigni, R, Bossa, C, Tcheremenskaia, O, ",Nongenotoxic carcinogenicity of chemicals: mechanisms of action and early recognition through a new set of structural alerts.,TA3032,Non-genotoxic_carcinogenicity,14
Isocyanate and isothiocyanate groups,R = any atom/ group,"[NX2]=[CX2]=[OX1,Sv2X1]","Benigni, R, Bossa, C, Tcheremenskaia, O, ",Nongenotoxic carcinogenicity of chemicals: mechanisms of action and early recognition through a new set of structural alerts.,TA3033,Non-genotoxic_carcinogenicity,14
Alkyl carbamate and thiocarbamate,R = aliphatic carbon or hydrogen; R1 = aliphatic carbon,"[NX3]([C,#1])([C,#1])[CX3](=[OX1,Sv2X1])[OX2,Sv2X2]C","Benigni, R, Bossa, C, Tcheremenskaia, O, ",Nongenotoxic carcinogenicity of chemicals: mechanisms of action and early recognition through a new set of structural alerts.,TA3034,Non-genotoxic_carcinogenicity,14
Polycyclic Aromatic Hydrocarbons,"Three or more fused rings, not heteroaromatic","[$([cX3R3]),$([cX3;R1,R2,R3]1[cX3;R1,R2,R3][cX3;R1,R2,R3][cX3;R1,R2,R3][cX3;R2,R   ","Benigni, R, Bossa, C, Tcheremenskaia, O, ",Nongenotoxic carcinogenicity of chemicals: mechanisms of action and early recognition through a new set of structural alerts.,TA3035,Non-genotoxic_carcinogenicity,14
Heterocyclic Polycyclic Aromatic Hydrocarbons,"Three or more fused rings, heteroaromatic","[$([aR3].[n,o,s]),$([$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[n,o,s])]","Benigni, R, Bossa, C, Tcheremenskaia, O, ",Nongenotoxic carcinogenicity of chemicals: mechanisms of action and early recognition through a new set of structural alerts.,TA3036,Non-genotoxic_carcinogenicity,14
Anil_di_alk_C,"R1 = H, alkyl carbon atom; R2, R3, R4, R5, R6, R7 = any atom/ group","c1c(ccc(c1)N([CX4])[H,CX4])O[CX4]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1900,PAINS_compounds,15
Anil_di_alk_D,"Y = -OH, -C=CH, -N(C)C; R1, R2, R3, R4, R5, R6, R7, R8 = any atom/ group","c1c(ccc(c1)[CX4][$([#8!H0]),$([#6]=[#6!H0]),$([#7][CX4])])[#7]([CX4])[CX4]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1901,PAINS_compounds,15
Anil_di_alk_E,"R1, R2, R3 = any atom/ group; R4 = H, alkyl carbon atom; R5 = H, carbon atom; R6 = any atom/ group","[$([#6!H0][#7]([CH2,CH3])c1[cH]c([H,CH2,CH3])c([CH,CH2][C!H0])[cH][cH]1),$([#6!H0][#7]([CH2,CH3])c1[cH]c([H,CH2,CH3])c([CH3])[cH][cH]1)]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1902,PAINS_compounds,15
Ene_five_het_A,A = any atom except C and H,C1(=C)C=N[!#1!#6]C1=[OX1],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1903,PAINS_compounds,15
Ene_six_het_A,A = any atom except C and H; a dashed line indicates any type of covalent bonds,[#6]1([#6](~[!#1!#6]~[#6][!#1!#6][#6]1=[!#1!#6])~[!#1!#6])=[#6!R!H0],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1904,PAINS_compounds,15
Hzone_phenol_A,Filter family A,c1ccc(c(c1)[#8!H0])[#6]=[#7][#7],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1905,PAINS_compounds,15
Quinone_A,A = any atom except C and H,"[!#1!#6]=[#6]1-,:[#6]=,:[#6]-,:[#6](=[!#1!#6])-,:[#6]=,:[#6]1","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1906,PAINS_compounds,15
Azo_A,At least one nitrogen atom is not a ring member,[N!R]=N,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1907,PAINS_compounds,15
Imine_one_A,A = any atom except C and H,"[#6][#6](=[!#1!#6!R])[#6](=[!#1!#6!R])[#6,$(S(=O)=O)]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1908,PAINS_compounds,15
Mannich_A,"R1, R2 = any atom/ group",N[CX4]c1c([OH1])cccc1,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1909,PAINS_compounds,15
Ene_rhod_A,Filter family A,N1C(=S)SC(=C)C1=O,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1910,PAINS_compounds,15
Hzone_phenol_B,Filter family A,c1(ccc(cc1)C=N[#7])[OH1],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1911,PAINS_compounds,15
Imine_one_isatin,A = any atom,[OX1]=C2C(=;!@N[#7])c3c(cccc3)N2,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1912,PAINS_compounds,15
Anil_di_alk_A,"R1, R2 = any atom/ group; R3 = H, -CH2R, -OCH2CH2R, R = any atom/ group","[CH2,CH3]N([CH2,CH3])c1cc([H,CH2,CH3,$(O(c)[CH2][CH2,CH3])])c(-[#7])[cH]c1","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1913,PAINS_compounds,15
Anil_di_alk_B,"R1, R2, R3, R4, R5, R6 = any atom/ group",c1c(ccc(c1)[#6]=[#6])[#7]([CX4])[CX4],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1914,PAINS_compounds,15
Pyrrole_A,"R1, R2, R3, R4, R5, R6 = any atom/ group; A = any aromatic atom except carbon","[#7]1(c2acccc2)-,:[#6]([CX4])=,:[#6]-,:[#6!H0]=,:[#6]1[CX4]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1916,PAINS_compounds,15
Pyrrole_B,"R1, R2, R3 = any atom/ group; A = any aromatic atom","[#7]1(c2acccc2)-,:[#6]([CX4])=,:[#6]-,:[#6H]=,:[#6]1cc","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1917,PAINS_compounds,15
Catechol_A,Filter family B,c1ccc(c(c1)[OH1])[OH1],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1918,PAINS_compounds,15
Ene_five_one_A,Filter family B,c2ccc1C(=[OX1])C(=C)C(=[OX1])c1c2,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1919,PAINS_compounds,15
Ene_five_one_B,Filter family B,"[cH]1[cH][cH][cH]c2[CH2]C(=[OX1])C(=C([CH2,CH3])[CH2,CH3])c12","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1920,PAINS_compounds,15
Ene_five_het_B,Filter family B,C1(=C)C(N=CS1)=O,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1921,PAINS_compounds,15
Ene_five_het_C,A = any atom except H and C,C1(C(C=C[!#1!#6]1)=C)=[!#1!#6],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1922,PAINS_compounds,15
Ene_five_het_D,Filter family B,C1(=C)C(=[OX1])NNC1=[OX1],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1923,PAINS_compounds,15
Ene_five_het_E,A = any atom except H and C,NC=!@C2C(=[OX1])c5c(cccc5)[!#1!#6]2,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1924,PAINS_compounds,15
Ene_five_het_F,Filter family B,c1(ccccc1)[C!H0]=!@C2C(=[OX1])c5c(cccc5)S2,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1925,PAINS_compounds,15
Ene_one_ene_A,A = any atom except H and C; Y = any atom except H,C=!@C([!#1])-&@C(=!@[!#1!#6])-&@C(=!@C)[!#1],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1926,PAINS_compounds,15
Ene_one_ester,Filter family B,[#6][#6](=[#8])[#6!H0]=[#6]([#7!H0][#6])[#6](=[#8])[#8][#6],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1927,PAINS_compounds,15
Ene_one_A,A = any aromatic atom,a1aaa(aa1)[C!H0]=[C!H0]C(=[OX1])Nc2cc3c(cc2)nc(cc3)N([#6])[#6],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1928,PAINS_compounds,15
Ene_one_D,Filter family B,c([OH1])c-C(=[OX1])[C!H0]=C([#6])[#6],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1929,PAINS_compounds,15
Ene_one_hal,Filter family B,"[#6][#6]=[#6]([F,Cl,Br,I])[#6](=[OX1])[#6]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1930,PAINS_compounds,15
Ene_cyano_A,Filter family B,[#6](C#[#7])(C#[#7])=Cc1ccccc1,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1931,PAINS_compounds,15
Ene_rhod_B,"R1 = -c[cH]c([F,Cl,Br,I])cc[F,Cl,Br,I]; -ccccccccccOCH2, where c is an aromatic carbon atom","[#16]1C(=O)NC(=O)C1=[#6!H0][$([#6]Br),$(c[cH]c([F,Cl,Br,I])cc[F,Cl,Br,I]),$(c[cH][cH]cS[CH2,CH3]),$(ccccccccccO[CH2,CH3]),$(c2c([CH2,CH3])n([CH2,CH3])c([CH2,CH3])c2)]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1932,PAINS_compounds,15
Hzone_pipzn,A = any aromatic atom except carbon,[#6]N1[CH2][CH2]N([CH2][CH2]1)[#7]=[#6!H0]ca,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1933,PAINS_compounds,15
Hzone_pyrrol,Filter family B,n1(C)[cH1][cH1][cH1]c1C=NN,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1934,PAINS_compounds,15
Hzone_enamin,"R1 = H, C","[#7!H0][#7]=[#6][#6]([H,#6])=[#6]([#6])-!@[#7,#8&!H0]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1935,PAINS_compounds,15
Hzone_anil_di_alk,"R1, R2, R3 = any atom/ group; A = any aromatic atom","[CH2,CH3][#7]([CH2,CH3])c1[cH][cH]c([#6H]=[#7][#7][$([#6](=O)[CH2]Scn),$([#6](=O)[CH2]aan),$([#6](=O)cc[OH1]),$(cn),$([CH2][#6!H0][OH1])])[cH][cH]1","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1936,PAINS_compounds,15
Hzone_acyl_naphthol,Filter family B,[cH]1[cH][cH][cH]c2c1[cH]c(C(=[OX1])[N!H0]N=C)c([OH1])[cH]2,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1937,PAINS_compounds,15
Keto_keto_beta_A,Filter family B,c1ccc2C(=[OX1])[CX4]C(=[OX1])c2c1,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1938,PAINS_compounds,15
Keto_keto_beta_zone,A = any aromatic atom,"cc[N!H0]N=C([CH2,CH3])[CH2]C([CH2,CH3])=N[N!H0]cc","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1939,PAINS_compounds,15
Cyano_ene_amine_A,Filter family B,C(C#[NX1])(C#[NX1])C([NH2])=CC#[NX1],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1940,PAINS_compounds,15
Cyano_pyridone_A,A = any atom except H,"[#6]1(=[SX1])-,:[#7!H0]-,:*=,:*-,:*=,:[#6]1C#[NX1]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1941,PAINS_compounds,15
Cyano_pyridone_B,R1 = any atom except H and C,"[#6]1(=,:[#6](-,:[#6](=O)-,:[#7]-,:[#6](=,:[#7]1)[!#1!#6])C#[#7])[#6]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1942,PAINS_compounds,15
Cyano_imine_A,A = any atom except H and C,[N!H0]N=C(C#[NX1])C=[!#6&!R],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1943,PAINS_compounds,15
Cyano_imine_B,Filter family B,C(C#[NX1])(C#[NX1])=N[N!H0]c1ccccc1,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1944,PAINS_compounds,15
Cyano_cyano_A,Filter family B,"C(C#[NX1])(C#[NX1])C([$(C#[NX1]),$(C=N)])C#[NX1]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1945,PAINS_compounds,15
Anil_alk_ene,Filter family B,c1ccc4c(c1)NCC9C4C=CC9,"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1946,PAINS_compounds,15
Anil_no_alk,R = any atom/ group,"c1([NH2])[cH][cH]c([#7,#8,CH2,CH3])[cH][cH]1","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1947,PAINS_compounds,15
Anil_di_alk_furan_A,A = any heteroatom,"N([CH2,CH3])([CH2,CH3])c1oc(C=N[N!H0]C(=[!#1!#6]))[cH][cH]1","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1948,PAINS_compounds,15
Amino_acridine_A,Filter family B,c1cccc5c1c(c8c(n5)cccc8)[#7],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1949,PAINS_compounds,15
Thiaz_ene_A,"R1 = -CH2R, aromatic carbon atom; R2 = H, -CH2R, -C=O; R3 = H, -CHRR, aromatic carbon atom (R = any atom/ group)","C1([CH2,CH3,$(cc)])=C([H,CH2,CH3,$(C=O)])SC(N1([H,$([C!H0]),$(cc)]))=[#7!R]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1950,PAINS_compounds,15
Thiaz_ene_B,"R1 = -CH2CH=CH2, -cc; R2 = -NC(=O)cc, -NH2 (where c is an aliphatic carbon atom)","C1([$(NC(=[OX1])cc),NH2])=C(-!@C(=[OX1])N[CH2,CH3])SC(N1[$([CH2][CH]=[CH2]),$(cc)])=[SX1]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1951,PAINS_compounds,15
Thio_carbonate_A,Filter family B,"[#8]1-,:[#6](-,:[#16]c4cc(ccc14)[#7,#8])=[OX1,SX1]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1952,PAINS_compounds,15
Thiophene_amino_Aa,"R1, R2 = any atom except H",[NH2]c1sc([!#1])c([!#1])c1C=[OX1],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1953,PAINS_compounds,15
Thiophene_amino_Ab,"R1 = H, -CH2R, aromatic carbon (R = any atom/ group)","[H,CH2,CH3,$(cc)]c1sc([#7!H0][#6](=O)[#6])c(C(=O)[#8])c1[$(c2ccccc2),$(c3sccc3)]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1954,PAINS_compounds,15
Thiophene_hydroxy,Filter family B,"[#16]1-,:[#6]=,:[#6]-,:[#6](=,:[#6]1)[OH1]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1955,PAINS_compounds,15
Sulfonamide_A,"X = F, Cl, Br, I","c1(c(c([cH]c([cH]1)[F,Cl,Br,I])[F,Cl,Br,I])[OH1])S(=[OX1])(=[OX1])N","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1956,PAINS_compounds,15
Sulfonamide_B,Filter family B,c1c(ccc(c1)[NH]S(=[OX1])=[OX1])[OH1],"Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1957,PAINS_compounds,15
Thio_ketone,Filter family B,"[#6]-,:[CX3](=[SX1])-,:[#6]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1958,PAINS_compounds,15
Het_pyridiniums_A,"R1 = H, N; R2 = -CH3, -CH2CH3, -CH2CH=CH2,-CH2CH2OH, -CH2C(=O)C, -CH2C(=O)NHR (R = aromatic carbon); A = any atom except H and C","[$([#7+,#7v4;!$([#7](~[O])~[O])]1([$([OX1,OX1-]),$([CH3]),$([#6H2][C!H0]=[CH2]),$([CH2][CH2][OH1]),$([CH2]C(=[OX1])[#6]),$([CH2]C(=[OX1])[#7!H0]cc),$([CH2][CH3])])=,:[#6]-,:[#6]=,:a-,:[#6]2=,:[#6]1-,:[#6;H]=,:[#6]([H,#7])-,:[#6]=,:[#6]2),$([#7v5;!$([#7](~[O])~[O])]1(=[OX1])=,:[#6]-,:[#6]=,:a-,:[#6]2=,:[#6]1-,:[#6;H]=,:[#6]([H,#7])-,:[#6]=,:[#6]2)]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1959,PAINS_compounds,15
Anthranil_one_A,R1 = any atom/ group except -C=O; R2 = aromatic carbon,"[$(c1c(c(ccc1)C(-cc)=[OX1])[NH&!$([NH][CX3]=[OX1])]),$(c1c(c(ccc1)C(-cc)=[OX1])[NH2])]","Baell, JB, Holloway, GA, ",New substructure filters for removal of pan assay interference compounds (PAINS) from screening libraries and for their exclusion in bioassays.,TA1960,PAINS_compounds,15
